KODE_JAGA_ORG,Index_name,Value24,Value23,Value22,Value21,data.instansi,PROVINSI.CLUSTER_KL,KODE_2
3210,Upaya Pencegahan Korupsi,75.64,77.32,76.7,63.04,PEMERINTAH KABUPATEN MAJALENGKA,PROVINSI JAWA BARAT,Upaya Pencegahan Korupsi
3211,Eksternal,88.94,88.63,85.22,77.07,PEMERINTAH KABUPATEN SUMEDANG,PROVINSI JAWA BARAT,Eksternal
3211,Integritas Pegawai,95.61,96.53,95.89,87.49,PEMERINTAH KABUPATEN SUMEDANG,PROVINSI JAWA BARAT,Integritas Pegawai
3211,Transparansi dan Keadilan Layanan,83.66,82.22,75.6,73.99,PEMERINTAH KABUPATEN SUMEDANG,PROVINSI JAWA BARAT,Transparansi dan Keadilan Layanan
3211,Upaya Pencegahan Korupsi,86.64,86.06,82.64,68.59,PEMERINTAH KABUPATEN SUMEDANG,PROVINSI JAWA BARAT,Upaya Pencegahan Korupsi
3212,Eksternal,84.75,82.15,81.39,65.88,PEMERINTAH KABUPATEN INDRAMAYU,PROVINSI JAWA BARAT,Eksternal
3212,Integritas Pegawai,91.24,91.01,89.72,71.39,PEMERINTAH KABUPATEN INDRAMAYU,PROVINSI JAWA BARAT,Integritas Pegawai
3212,Transparansi dan Keadilan Layanan,82.61,77.1,71.23,71.87,PEMERINTAH KABUPATEN INDRAMAYU,PROVINSI JAWA BARAT,Transparansi dan Keadilan Layanan
3212,Upaya Pencegahan Korupsi,79.68,77.22,81.91,54.15,PEMERINTAH KABUPATEN INDRAMAYU,PROVINSI JAWA BARAT,Upaya Pencegahan Korupsi
3213,Eksternal,83.91,82.17,73.62,82.35,PEMERINTAH KABUPATEN SUBANG,PROVINSI JAWA BARAT,Eksternal
3213,Integritas Pegawai,91.94,89.26,83.21,93.29,PEMERINTAH KABUPATEN SUBANG,PROVINSI JAWA BARAT,Integritas Pegawai
3213,Transparansi dan Keadilan Layanan,80.05,77.88,67.12,79.1,PEMERINTAH KABUPATEN SUBANG,PROVINSI JAWA BARAT,Transparansi dan Keadilan Layanan
3213,Upaya Pencegahan Korupsi,78.79,78.48,69.29,73.44,PEMERINTAH KABUPATEN SUBANG,PROVINSI JAWA BARAT,Upaya Pencegahan Korupsi
3214,Eksternal,87.43,83.17,79.72,83.28,PEMERINTAH KABUPATEN PURWAKARTA,PROVINSI JAWA BARAT,Eksternal
3214,Integritas Pegawai,94.51,92.98,92.07,94.72,PEMERINTAH KABUPATEN PURWAKARTA,PROVINSI JAWA BARAT,Integritas Pegawai
3214,Transparansi dan Keadilan Layanan,82.76,77.04,70.47,79.43,PEMERINTAH KABUPATEN PURWAKARTA,PROVINSI JAWA BARAT,Transparansi dan Keadilan Layanan
3214,Upaya Pencegahan Korupsi,84.12,78.23,74.97,74.4,PEMERINTAH KABUPATEN PURWAKARTA,PROVINSI JAWA BARAT,Upaya Pencegahan Korupsi
3215,Eksternal,84.78,83.59,81.2,66.14,PEMERINTAH KABUPATEN KARAWANG,PROVINSI JAWA BARAT,Eksternal
3215,Integritas Pegawai,94.06,91.78,94.04,78.27,PEMERINTAH KABUPATEN KARAWANG,PROVINSI JAWA BARAT,Integritas Pegawai
3215,Transparansi dan Keadilan Layanan,79.98,78.37,71.5,63.91,PEMERINTAH KABUPATEN KARAWANG,PROVINSI JAWA BARAT,Transparansi dan Keadilan Layanan
3215,Upaya Pencegahan Korupsi,79.15,79.56,76.33,54.97,PEMERINTAH KABUPATEN KARAWANG,PROVINSI JAWA BARAT,Upaya Pencegahan Korupsi
3216,Eksternal,78.41,81.32,81.58,78.49,PEMERINTAH KABUPATEN BEKASI,PROVINSI JAWA BARAT,Eksternal
3216,Integritas Pegawai,86.78,88.99,95.02,90.41,PEMERINTAH KABUPATEN BEKASI,PROVINSI JAWA BARAT,Integritas Pegawai
3216,Transparansi dan Keadilan Layanan,73.62,76.14,72.1,74.22,PEMERINTAH KABUPATEN BEKASI,PROVINSI JAWA BARAT,Transparansi dan Keadilan Layanan
3216,Upaya Pencegahan Korupsi,73.79,77.82,75.83,69.49,PEMERINTAH KABUPATEN BEKASI,PROVINSI JAWA BARAT,Upaya Pencegahan Korupsi
3217,Eksternal,88.31,83.4,81.62,82.77,PEMERINTAH KABUPATEN BANDUNG BARAT,PROVINSI JAWA BARAT,Eksternal
3217,Integritas Pegawai,94.1,90.5,92.39,89.17,PEMERINTAH KABUPATEN BANDUNG BARAT,PROVINSI JAWA BARAT,Integritas Pegawai
3217,Transparansi dan Keadilan Layanan,85.72,77.71,72.41,83.27,PEMERINTAH KABUPATEN BANDUNG BARAT,PROVINSI JAWA BARAT,Transparansi dan Keadilan Layanan
3217,Upaya Pencegahan Korupsi,84.44,81.01,78.57,75.27,PEMERINTAH KABUPATEN BANDUNG BARAT,PROVINSI JAWA BARAT,Upaya Pencegahan Korupsi
3218,Eksternal,84.96,85.03,75.39,75.38,PEMERINTAH KABUPATEN PANGANDARAN,PROVINSI JAWA BARAT,Eksternal
3218,Integritas Pegawai,90.37,95.32,91.95,87.52,PEMERINTAH KABUPATEN PANGANDARAN,PROVINSI JAWA BARAT,Integritas Pegawai
3218,Transparansi dan Keadilan Layanan,80.22,79.08,67.94,77.07,PEMERINTAH KABUPATEN PANGANDARAN,PROVINSI JAWA BARAT,Transparansi dan Keadilan Layanan
3218,Upaya Pencegahan Korupsi,83.52,79.4,64.32,60.47,PEMERINTAH KABUPATEN PANGANDARAN,PROVINSI JAWA BARAT,Upaya Pencegahan Korupsi
3271,Eksternal,87.47,86.52,83.49,81.35,PEMERINTAH KOTA BOGOR,PROVINSI JAWA BARAT,Eksternal
3271,Integritas Pegawai,95.14,96.02,95.27,93.99,PEMERINTAH KOTA BOGOR,PROVINSI JAWA BARAT,Integritas Pegawai
3271,Transparansi dan Keadilan Layanan,81.76,80.62,74.88,78.47,PEMERINTAH KOTA BOGOR,PROVINSI JAWA BARAT,Transparansi dan Keadilan Layanan
3271,Upaya Pencegahan Korupsi,84.49,81.72,78.75,70.24,PEMERINTAH KOTA BOGOR,PROVINSI JAWA BARAT,Upaya Pencegahan Korupsi
3272,Eksternal,90.19,89.09,88.88,87.77,PEMERINTAH KOTA SUKABUMI,PROVINSI JAWA BARAT,Eksternal
3272,Integritas Pegawai,96.42,97.02,97.89,95.33,PEMERINTAH KOTA SUKABUMI,PROVINSI JAWA BARAT,Integritas Pegawai
3272,Transparansi dan Keadilan Layanan,85.05,82.85,82.11,87.45,PEMERINTAH KOTA SUKABUMI,PROVINSI JAWA BARAT,Transparansi dan Keadilan Layanan
3272,Upaya Pencegahan Korupsi,88.24,86.31,85.43,79.77,PEMERINTAH KOTA SUKABUMI,PROVINSI JAWA BARAT,Upaya Pencegahan Korupsi
3273,Eksternal,88.54,84.34,84.1,81.84,PEMERINTAH KOTA BANDUNG,PROVINSI JAWA BARAT,Eksternal
3273,Integritas Pegawai,96.16,92.95,95.3,95.88,PEMERINTAH KOTA BANDUNG,PROVINSI JAWA BARAT,Integritas Pegawai
3273,Transparansi dan Keadilan Layanan,82.7,78.18,75.23,76.68,PEMERINTAH KOTA BANDUNG,PROVINSI JAWA BARAT,Transparansi dan Keadilan Layanan
3273,Upaya Pencegahan Korupsi,85.73,80.75,80.24,71.37,PEMERINTAH KOTA BANDUNG,PROVINSI JAWA BARAT,Upaya Pencegahan Korupsi
3274,Eksternal,85.43,80.79,83.82,77.11,PEMERINTAH KOTA CIREBON,PROVINSI JAWA BARAT,Eksternal
3274,Integritas Pegawai,96.01,90.21,94.8,90.65,PEMERINTAH KOTA CIREBON,PROVINSI JAWA BARAT,Integritas Pegawai
3274,Transparansi dan Keadilan Layanan,81.06,76.79,73.81,73.63,PEMERINTAH KOTA CIREBON,PROVINSI JAWA BARAT,Transparansi dan Keadilan Layanan
3274,Upaya Pencegahan Korupsi,77.97,74.27,81.28,65.57,PEMERINTAH KOTA CIREBON,PROVINSI JAWA BARAT,Upaya Pencegahan Korupsi
3275,Eksternal,86.51,79.59,79.78,78.27,PEMERINTAH KOTA BEKASI,PROVINSI JAWA BARAT,Eksternal
3275,Integritas Pegawai,93.55,89.12,93.9,93.16,PEMERINTAH KOTA BEKASI,PROVINSI JAWA BARAT,Integritas Pegawai
3275,Transparansi dan Keadilan Layanan,81.05,74.06,71.05,73.78,PEMERINTAH KOTA BEKASI,PROVINSI JAWA BARAT,Transparansi dan Keadilan Layanan
3275,Upaya Pencegahan Korupsi,83.97,74.39,72.6,66.21,PEMERINTAH KOTA BEKASI,PROVINSI JAWA BARAT,Upaya Pencegahan Korupsi
3276,Eksternal,82.23,84.82,82.18,80.33,PEMERINTAH KOTA DEPOK,PROVINSI JAWA BARAT,Eksternal
3276,Integritas Pegawai,91.8,96.47,95.89,94.64,PEMERINTAH KOTA DEPOK,PROVINSI JAWA BARAT,Integritas Pegawai
3276,Transparansi dan Keadilan Layanan,77.78,79.24,73.7,76.42,PEMERINTAH KOTA DEPOK,PROVINSI JAWA BARAT,Transparansi dan Keadilan Layanan
3276,Upaya Pencegahan Korupsi,75.95,77.34,75.19,68.35,PEMERINTAH KOTA DEPOK,PROVINSI JAWA BARAT,Upaya Pencegahan Korupsi
3277,Eksternal,86.17,85.21,81.46,74.33,PEMERINTAH KOTA CIMAHI,PROVINSI JAWA BARAT,Eksternal
3277,Integritas Pegawai,93.65,95.59,95.27,87.18,PEMERINTAH KOTA CIMAHI,PROVINSI JAWA BARAT,Integritas Pegawai
3277,Transparansi dan Keadilan Layanan,81.89,79.28,71.93,72.04,PEMERINTAH KOTA CIMAHI,PROVINSI JAWA BARAT,Transparansi dan Keadilan Layanan
3277,Upaya Pencegahan Korupsi,82.04,79.47,75.36,62.42,PEMERINTAH KOTA CIMAHI,PROVINSI JAWA BARAT,Upaya Pencegahan Korupsi
3278,Eksternal,86.77,84.27,78.45,82.53,PEMERINTAH KOTA TASIKMALAYA,PROVINSI JAWA BARAT,Eksternal
3278,Integritas Pegawai,96.32,94.37,91.01,89.52,PEMERINTAH KOTA TASIKMALAYA,PROVINSI JAWA BARAT,Integritas Pegawai
3278,Transparansi dan Keadilan Layanan,80.91,80.91,68.97,82.81,PEMERINTAH KOTA TASIKMALAYA,PROVINSI JAWA BARAT,Transparansi dan Keadilan Layanan
3278,Upaya Pencegahan Korupsi,81.86,76.39,73.67,74.6,PEMERINTAH KOTA TASIKMALAYA,PROVINSI JAWA BARAT,Upaya Pencegahan Korupsi
3279,Eksternal,89.83,87.21,84.38,80.82,PEMERINTAH KOTA BANJAR,PROVINSI JAWA BARAT,Eksternal
3279,Integritas Pegawai,96.69,97.47,98.31,90.74,PEMERINTAH KOTA BANJAR,PROVINSI JAWA BARAT,Integritas Pegawai
3279,Transparansi dan Keadilan Layanan,85.28,81.65,74.36,78.43,PEMERINTAH KOTA BANJAR,PROVINSI JAWA BARAT,Transparansi dan Keadilan Layanan
3279,Upaya Pencegahan Korupsi,86.62,81.24,78.61,72.23,PEMERINTAH KOTA BANJAR,PROVINSI JAWA BARAT,Upaya Pencegahan Korupsi
3300,Eksternal,89.97,89.14,85.05,85.6,PEMERINTAH PROVINSI JAWA TENGAH,PROVINSI JAWA TENGAH,Eksternal
3300,Integritas Pegawai,96.47,97.13,97.33,96.79,PEMERINTAH PROVINSI JAWA TENGAH,PROVINSI JAWA TENGAH,Integritas Pegawai
3300,Transparansi dan Keadilan Layanan,85.07,83.25,79.04,81.61,PEMERINTAH PROVINSI JAWA TENGAH,PROVINSI JAWA TENGAH,Transparansi dan Keadilan Layanan
3300,Upaya Pencegahan Korupsi,87.48,85.96,77.28,77.11,PEMERINTAH PROVINSI JAWA TENGAH,PROVINSI JAWA TENGAH,Upaya Pencegahan Korupsi
3301,Eksternal,87.4,83.73,85.79,84.64,PEMERINTAH KABUPATEN CILACAP,PROVINSI JAWA TENGAH,Eksternal
3301,Integritas Pegawai,94.97,93.9,98.22,94.87,PEMERINTAH KABUPATEN CILACAP,PROVINSI JAWA TENGAH,Integritas Pegawai
3301,Transparansi dan Keadilan Layanan,82.96,78.53,76.54,81.33,PEMERINTAH KABUPATEN CILACAP,PROVINSI JAWA TENGAH,Transparansi dan Keadilan Layanan
3301,Upaya Pencegahan Korupsi,83.31,77.52,80.95,76.58,PEMERINTAH KABUPATEN CILACAP,PROVINSI JAWA TENGAH,Upaya Pencegahan Korupsi
3302,Eksternal,84.29,85.78,85.81,84.02,PEMERINTAH KABUPATEN BANYUMAS,PROVINSI JAWA TENGAH,Eksternal
3302,Integritas Pegawai,94.09,95.89,98.09,94.51,PEMERINTAH KABUPATEN BANYUMAS,PROVINSI JAWA TENGAH,Integritas Pegawai
3302,Transparansi dan Keadilan Layanan,79.81,80.03,76.9,81.01,PEMERINTAH KABUPATEN BANYUMAS,PROVINSI JAWA TENGAH,Transparansi dan Keadilan Layanan
3302,Upaya Pencegahan Korupsi,77.8,80.16,80.79,75.37,PEMERINTAH KABUPATEN BANYUMAS,PROVINSI JAWA TENGAH,Upaya Pencegahan Korupsi
3303,Eksternal,88.68,84.78,79.47,80.38,PEMERINTAH KABUPATEN PURBALINGGA,PROVINSI JAWA TENGAH,Eksternal
3303,Integritas Pegawai,98.05,94.38,96.37,96.56,PEMERINTAH KABUPATEN PURBALINGGA,PROVINSI JAWA TENGAH,Integritas Pegawai
3303,Transparansi dan Keadilan Layanan,82.83,79.76,70.51,75.2,PEMERINTAH KABUPATEN PURBALINGGA,PROVINSI JAWA TENGAH,Transparansi dan Keadilan Layanan
3303,Upaya Pencegahan Korupsi,83.97,79.03,69.44,67.59,PEMERINTAH KABUPATEN PURBALINGGA,PROVINSI JAWA TENGAH,Upaya Pencegahan Korupsi
3304,Eksternal,88.37,83.28,81.11,80.98,PEMERINTAH KABUPATEN BANJARNEGARA,PROVINSI JAWA TENGAH,Eksternal
3304,Integritas Pegawai,96.67,93.51,96.76,94.97,PEMERINTAH KABUPATEN BANJARNEGARA,PROVINSI JAWA TENGAH,Integritas Pegawai
3304,Transparansi dan Keadilan Layanan,82.51,77.25,73.57,76.88,PEMERINTAH KABUPATEN BANJARNEGARA,PROVINSI JAWA TENGAH,Transparansi dan Keadilan Layanan
3304,Upaya Pencegahan Korupsi,84.85,77.81,71.11,69.53,PEMERINTAH KABUPATEN BANJARNEGARA,PROVINSI JAWA TENGAH,Upaya Pencegahan Korupsi
3305,Eksternal,90.27,89.24,84.14,81.08,PEMERINTAH KABUPATEN KEBUMEN,PROVINSI JAWA TENGAH,Eksternal
3305,Integritas Pegawai,97.23,98.19,97.62,90.45,PEMERINTAH KABUPATEN KEBUMEN,PROVINSI JAWA TENGAH,Integritas Pegawai
3305,Transparansi dan Keadilan Layanan,84.3,82.79,75.81,79.21,PEMERINTAH KABUPATEN KEBUMEN,PROVINSI JAWA TENGAH,Transparansi dan Keadilan Layanan
3305,Upaya Pencegahan Korupsi,88.3,85.53,77.28,72.59,PEMERINTAH KABUPATEN KEBUMEN,PROVINSI JAWA TENGAH,Upaya Pencegahan Korupsi
3306,Eksternal,89.16,86.66,84.67,83.63,PEMERINTAH KABUPATEN PURWOREJO,PROVINSI JAWA TENGAH,Eksternal
3306,Integritas Pegawai,95.62,96.37,95.32,96.5,PEMERINTAH KABUPATEN PURWOREJO,PROVINSI JAWA TENGAH,Integritas Pegawai
3306,Transparansi dan Keadilan Layanan,84.01,81.16,77.31,79.94,PEMERINTAH KABUPATEN PURWOREJO,PROVINSI JAWA TENGAH,Transparansi dan Keadilan Layanan
3306,Upaya Pencegahan Korupsi,86.97,81.24,79.98,73.03,PEMERINTAH KABUPATEN PURWOREJO,PROVINSI JAWA TENGAH,Upaya Pencegahan Korupsi
3307,Eksternal,89.53,86.43,82.62,82.22,PEMERINTAH KABUPATEN WONOSOBO,PROVINSI JAWA TENGAH,Eksternal
3307,Integritas Pegawai,96.9,96.61,95.85,95.05,PEMERINTAH KABUPATEN WONOSOBO,PROVINSI JAWA TENGAH,Integritas Pegawai
3307,Transparansi dan Keadilan Layanan,85.47,80.78,73.34,78.59,PEMERINTAH KABUPATEN WONOSOBO,PROVINSI JAWA TENGAH,Transparansi dan Keadilan Layanan
3307,Upaya Pencegahan Korupsi,85.31,80.62,76.93,71.6,PEMERINTAH KABUPATEN WONOSOBO,PROVINSI JAWA TENGAH,Upaya Pencegahan Korupsi
3308,Eksternal,86.95,86.58,85.29,80.32,PEMERINTAH KABUPATEN MAGELANG,PROVINSI JAWA TENGAH,Eksternal
3308,Integritas Pegawai,96.35,97.19,97.65,91.36,PEMERINTAH KABUPATEN MAGELANG,PROVINSI JAWA TENGAH,Integritas Pegawai
3308,Transparansi dan Keadilan Layanan,81.73,81.08,76.55,79.3,PEMERINTAH KABUPATEN MAGELANG,PROVINSI JAWA TENGAH,Transparansi dan Keadilan Layanan
3308,Upaya Pencegahan Korupsi,81.58,80.17,80.04,69.2,PEMERINTAH KABUPATEN MAGELANG,PROVINSI JAWA TENGAH,Upaya Pencegahan Korupsi
3309,Eksternal,90.79,92.06,90.46,92.57,PEMERINTAH KABUPATEN BOYOLALI,PROVINSI JAWA TENGAH,Eksternal
3309,Integritas Pegawai,96.3,97.61,99.19,98.65,PEMERINTAH KABUPATEN BOYOLALI,PROVINSI JAWA TENGAH,Integritas Pegawai
3309,Transparansi dan Keadilan Layanan,85.91,84.84,83.95,91.0,PEMERINTAH KABUPATEN BOYOLALI,PROVINSI JAWA TENGAH,Transparansi dan Keadilan Layanan
3309,Upaya Pencegahan Korupsi,89.38,92.81,87.06,87.4,PEMERINTAH KABUPATEN BOYOLALI,PROVINSI JAWA TENGAH,Upaya Pencegahan Korupsi
3310,Eksternal,86.35,85.83,85.05,81.01,PEMERINTAH KABUPATEN KLATEN,PROVINSI JAWA TENGAH,Eksternal
3310,Integritas Pegawai,95.06,95.74,97.24,92.49,PEMERINTAH KABUPATEN KLATEN,PROVINSI JAWA TENGAH,Integritas Pegawai
3310,Transparansi dan Keadilan Layanan,81.39,79.82,75.76,78.0,PEMERINTAH KABUPATEN KLATEN,PROVINSI JAWA TENGAH,Transparansi dan Keadilan Layanan
3310,Upaya Pencegahan Korupsi,81.5,80.69,80.49,71.29,PEMERINTAH KABUPATEN KLATEN,PROVINSI JAWA TENGAH,Upaya Pencegahan Korupsi
3311,Eksternal,87.83,85.02,81.77,78.13,PEMERINTAH KABUPATEN SUKOHARJO,PROVINSI JAWA TENGAH,Eksternal
3311,Integritas Pegawai,96.02,95.34,96.11,93.61,PEMERINTAH KABUPATEN SUKOHARJO,PROVINSI JAWA TENGAH,Integritas Pegawai
3311,Transparansi dan Keadilan Layanan,83.4,79.25,73.42,75.75,PEMERINTAH KABUPATEN SUKOHARJO,PROVINSI JAWA TENGAH,Transparansi dan Keadilan Layanan
3311,Upaya Pencegahan Korupsi,83.05,79.19,73.97,63.43,PEMERINTAH KABUPATEN SUKOHARJO,PROVINSI JAWA TENGAH,Upaya Pencegahan Korupsi
3312,Eksternal,88.58,87.01,86.04,86.95,PEMERINTAH KABUPATEN WONOGIRI,PROVINSI JAWA TENGAH,Eksternal
3312,Integritas Pegawai,96.25,96.77,98.24,97.35,PEMERINTAH KABUPATEN WONOGIRI,PROVINSI JAWA TENGAH,Integritas Pegawai
3312,Transparansi dan Keadilan Layanan,83.38,81.74,78.13,84.99,PEMERINTAH KABUPATEN WONOGIRI,PROVINSI JAWA TENGAH,Transparansi dan Keadilan Layanan
3312,Upaya Pencegahan Korupsi,85.1,81.31,80.17,77.42,PEMERINTAH KABUPATEN WONOGIRI,PROVINSI JAWA TENGAH,Upaya Pencegahan Korupsi
3313,Eksternal,90.76,86.54,83.78,75.9,PEMERINTAH KABUPATEN KARANGANYAR,PROVINSI JAWA TENGAH,Eksternal
3313,Integritas Pegawai,97.85,96.06,95.02,88.2,PEMERINTAH KABUPATEN KARANGANYAR,PROVINSI JAWA TENGAH,Integritas Pegawai
3313,Transparansi dan Keadilan Layanan,85.1,80.67,75.32,73.66,PEMERINTAH KABUPATEN KARANGANYAR,PROVINSI JAWA TENGAH,Transparansi dan Keadilan Layanan
3313,Upaya Pencegahan Korupsi,88.36,81.69,79.51,64.56,PEMERINTAH KABUPATEN KARANGANYAR,PROVINSI JAWA TENGAH,Upaya Pencegahan Korupsi
3314,Eksternal,89.91,87.18,86.68,79.27,PEMERINTAH KABUPATEN SRAGEN,PROVINSI JAWA TENGAH,Eksternal
3314,Integritas Pegawai,96.63,95.21,98.01,92.08,PEMERINTAH KABUPATEN SRAGEN,PROVINSI JAWA TENGAH,Integritas Pegawai
3314,Transparansi dan Keadilan Layanan,84.95,81.87,78.41,77.76,PEMERINTAH KABUPATEN SRAGEN,PROVINSI JAWA TENGAH,Transparansi dan Keadilan Layanan
3314,Upaya Pencegahan Korupsi,87.25,83.43,82.1,66.67,PEMERINTAH KABUPATEN SRAGEN,PROVINSI JAWA TENGAH,Upaya Pencegahan Korupsi
3315,Eksternal,89.12,85.49,86.39,82.58,PEMERINTAH KABUPATEN GROBOGAN,PROVINSI JAWA TENGAH,Eksternal
3315,Integritas Pegawai,96.49,94.33,96.67,95.18,PEMERINTAH KABUPATEN GROBOGAN,PROVINSI JAWA TENGAH,Integritas Pegawai
3315,Transparansi dan Keadilan Layanan,86.8,79.56,78.36,79.11,PEMERINTAH KABUPATEN GROBOGAN,PROVINSI JAWA TENGAH,Transparansi dan Keadilan Layanan
3315,Upaya Pencegahan Korupsi,83.25,81.43,82.75,72.05,PEMERINTAH KABUPATEN GROBOGAN,PROVINSI JAWA TENGAH,Upaya Pencegahan Korupsi
3316,Eksternal,90.94,86.9,83.94,84.7,PEMERINTAH KABUPATEN BLORA,PROVINSI JAWA TENGAH,Eksternal
3316,Integritas Pegawai,98.14,96.92,97.15,92.07,PEMERINTAH KABUPATEN BLORA,PROVINSI JAWA TENGAH,Integritas Pegawai
3316,Transparansi dan Keadilan Layanan,85.41,81.62,75.19,81.69,PEMERINTAH KABUPATEN BLORA,PROVINSI JAWA TENGAH,Transparansi dan Keadilan Layanan
3316,Upaya Pencegahan Korupsi,88.31,80.92,77.78,79.48,PEMERINTAH KABUPATEN BLORA,PROVINSI JAWA TENGAH,Upaya Pencegahan Korupsi
3317,Eksternal,88.77,84.75,80.11,83.99,PEMERINTAH KABUPATEN REMBANG,PROVINSI JAWA TENGAH,Eksternal
3317,Integritas Pegawai,96.97,94.61,96.39,95.5,PEMERINTAH KABUPATEN REMBANG,PROVINSI JAWA TENGAH,Integritas Pegawai
3317,Transparansi dan Keadilan Layanan,84.79,80.07,68.96,81.48,PEMERINTAH KABUPATEN REMBANG,PROVINSI JAWA TENGAH,Transparansi dan Keadilan Layanan
3317,Upaya Pencegahan Korupsi,83.55,78.38,72.83,73.77,PEMERINTAH KABUPATEN REMBANG,PROVINSI JAWA TENGAH,Upaya Pencegahan Korupsi
3318,Eksternal,90.47,88.43,86.64,77.36,PEMERINTAH KABUPATEN PATI,PROVINSI JAWA TENGAH,Eksternal
3318,Integritas Pegawai,96.77,96.68,97.33,88.25,PEMERINTAH KABUPATEN PATI,PROVINSI JAWA TENGAH,Integritas Pegawai
3318,Transparansi dan Keadilan Layanan,84.15,82.08,78.91,73.79,PEMERINTAH KABUPATEN PATI,PROVINSI JAWA TENGAH,Transparansi dan Keadilan Layanan
3318,Upaya Pencegahan Korupsi,89.57,85.42,82.24,68.82,PEMERINTAH KABUPATEN PATI,PROVINSI JAWA TENGAH,Upaya Pencegahan Korupsi
3319,Eksternal,88.06,86.3,85.31,80.4,PEMERINTAH KABUPATEN KUDUS,PROVINSI JAWA TENGAH,Eksternal
3319,Integritas Pegawai,96.42,96.71,97.32,94.34,PEMERINTAH KABUPATEN KUDUS,PROVINSI JAWA TENGAH,Integritas Pegawai
3319,Transparansi dan Keadilan Layanan,81.95,80.96,77.04,75.47,PEMERINTAH KABUPATEN KUDUS,PROVINSI JAWA TENGAH,Transparansi dan Keadilan Layanan
3319,Upaya Pencegahan Korupsi,84.68,79.96,79.99,69.81,PEMERINTAH KABUPATEN KUDUS,PROVINSI JAWA TENGAH,Upaya Pencegahan Korupsi
3320,Eksternal,90.63,84.1,83.94,75.95,PEMERINTAH KABUPATEN JEPARA,PROVINSI JAWA TENGAH,Eksternal
3320,Integritas Pegawai,97.6,94.85,97.55,90.09,PEMERINTAH KABUPATEN JEPARA,PROVINSI JAWA TENGAH,Integritas Pegawai
3320,Transparansi dan Keadilan Layanan,84.28,77.65,74.4,73.51,PEMERINTAH KABUPATEN JEPARA,PROVINSI JAWA TENGAH,Transparansi dan Keadilan Layanan
3320,Upaya Pencegahan Korupsi,89.02,78.45,78.09,62.78,PEMERINTAH KABUPATEN JEPARA,PROVINSI JAWA TENGAH,Upaya Pencegahan Korupsi
3321,Eksternal,88.37,83.79,82.6,88.18,PEMERINTAH KABUPATEN DEMAK,PROVINSI JAWA TENGAH,Eksternal
3321,Integritas Pegawai,95.58,93.65,95.02,96.69,PEMERINTAH KABUPATEN DEMAK,PROVINSI JAWA TENGAH,Integritas Pegawai
3321,Transparansi dan Keadilan Layanan,82.53,78.36,73.08,85.54,PEMERINTAH KABUPATEN DEMAK,PROVINSI JAWA TENGAH,Transparansi dan Keadilan Layanan
3321,Upaya Pencegahan Korupsi,86.02,78.12,78.01,81.37,PEMERINTAH KABUPATEN DEMAK,PROVINSI JAWA TENGAH,Upaya Pencegahan Korupsi
3322,Eksternal,89.6,83.9,84.55,79.6,PEMERINTAH KABUPATEN SEMARANG,PROVINSI JAWA TENGAH,Eksternal
3322,Integritas Pegawai,96.63,93.54,97.62,92.57,PEMERINTAH KABUPATEN SEMARANG,PROVINSI JAWA TENGAH,Integritas Pegawai
3322,Transparansi dan Keadilan Layanan,84.56,79.25,74.48,75.68,PEMERINTAH KABUPATEN SEMARANG,PROVINSI JAWA TENGAH,Transparansi dan Keadilan Layanan
3322,Upaya Pencegahan Korupsi,86.69,77.76,79.79,69.11,PEMERINTAH KABUPATEN SEMARANG,PROVINSI JAWA TENGAH,Upaya Pencegahan Korupsi
3323,Eksternal,89.61,84.99,81.22,85.93,PEMERINTAH KABUPATEN TEMANGGUNG,PROVINSI JAWA TENGAH,Eksternal
3323,Integritas Pegawai,97.01,96.17,95.61,98.95,PEMERINTAH KABUPATEN TEMANGGUNG,PROVINSI JAWA TENGAH,Integritas Pegawai
3323,Transparansi dan Keadilan Layanan,83.92,79.37,72.46,81.7,PEMERINTAH KABUPATEN TEMANGGUNG,PROVINSI JAWA TENGAH,Transparansi dan Keadilan Layanan
3323,Upaya Pencegahan Korupsi,86.9,78.08,73.77,75.68,PEMERINTAH KABUPATEN TEMANGGUNG,PROVINSI JAWA TENGAH,Upaya Pencegahan Korupsi
3324,Eksternal,85.95,83.71,78.22,80.45,PEMERINTAH KABUPATEN KENDAL,PROVINSI JAWA TENGAH,Eksternal
3324,Integritas Pegawai,95.4,95.63,93.56,91.94,PEMERINTAH KABUPATEN KENDAL,PROVINSI JAWA TENGAH,Integritas Pegawai
3324,Transparansi dan Keadilan Layanan,81.14,78.01,69.41,79.13,PEMERINTAH KABUPATEN KENDAL,PROVINSI JAWA TENGAH,Transparansi dan Keadilan Layanan
3324,Upaya Pencegahan Korupsi,80.16,76.05,69.75,69.12,PEMERINTAH KABUPATEN KENDAL,PROVINSI JAWA TENGAH,Upaya Pencegahan Korupsi
3325,Eksternal,91.14,87.1,86.34,86.42,PEMERINTAH KABUPATEN BATANG,PROVINSI JAWA TENGAH,Eksternal
3325,Integritas Pegawai,98.86,94.84,96.77,95.21,PEMERINTAH KABUPATEN BATANG,PROVINSI JAWA TENGAH,Integritas Pegawai
3325,Transparansi dan Keadilan Layanan,83.91,81.78,82.53,84.93,PEMERINTAH KABUPATEN BATANG,PROVINSI JAWA TENGAH,Transparansi dan Keadilan Layanan
