KODE_JAGA_ORG,Index_name,Value24,Value23,Value22,Value21,data.instansi,PROVINSI.CLUSTER_KL,KODE_2
6108,Transparansi dan Keadilan Layanan,86.35,79.89,74.9,80.68,PEMERINTAH KABUPATEN KAPUAS HULU,PROVINSI KALIMANTAN BARAT,Transparansi dan Keadilan Layanan
6108,Upaya Pencegahan Korupsi,88.81,78.46,76.58,76.13,PEMERINTAH KABUPATEN KAPUAS HULU,PROVINSI KALIMANTAN BARAT,Upaya Pencegahan Korupsi
6109,Eksternal,89.89,86.37,82.23,77.02,PEMERINTAH KABUPATEN SEKADAU,PROVINSI KALIMANTAN BARAT,Eksternal
6109,Integritas Pegawai,97.24,97.33,94.02,90.38,PEMERINTAH KABUPATEN SEKADAU,PROVINSI KALIMANTAN BARAT,Integritas Pegawai
6109,Transparansi dan Keadilan Layanan,85.07,81.99,73.3,76.52,PEMERINTAH KABUPATEN SEKADAU,PROVINSI KALIMANTAN BARAT,Transparansi dan Keadilan Layanan
6109,Upaya Pencegahan Korupsi,86.41,78.52,77.77,62.86,PEMERINTAH KABUPATEN SEKADAU,PROVINSI KALIMANTAN BARAT,Upaya Pencegahan Korupsi
6110,Eksternal,89.66,85.68,76.82,75.26,PEMERINTAH KABUPATEN MELAWI,PROVINSI KALIMANTAN BARAT,Eksternal
6110,Integritas Pegawai,97.8,98.08,95.35,87.87,PEMERINTAH KABUPATEN MELAWI,PROVINSI KALIMANTAN BARAT,Integritas Pegawai
6110,Transparansi dan Keadilan Layanan,85.82,82.75,66.37,71.34,PEMERINTAH KABUPATEN MELAWI,PROVINSI KALIMANTAN BARAT,Transparansi dan Keadilan Layanan
6110,Upaya Pencegahan Korupsi,84.38,74.87,66.43,65.17,PEMERINTAH KABUPATEN MELAWI,PROVINSI KALIMANTAN BARAT,Upaya Pencegahan Korupsi
6111,Eksternal,87.71,84.59,84.18,82.16,PEMERINTAH KABUPATEN KAYONG UTARA,PROVINSI KALIMANTAN BARAT,Eksternal
6111,Integritas Pegawai,96.96,96.34,97.35,95.23,PEMERINTAH KABUPATEN KAYONG UTARA,PROVINSI KALIMANTAN BARAT,Integritas Pegawai
6111,Transparansi dan Keadilan Layanan,84.39,78.61,70.38,79.19,PEMERINTAH KABUPATEN KAYONG UTARA,PROVINSI KALIMANTAN BARAT,Transparansi dan Keadilan Layanan
6111,Upaya Pencegahan Korupsi,80.72,77.38,82.83,70.65,PEMERINTAH KABUPATEN KAYONG UTARA,PROVINSI KALIMANTAN BARAT,Upaya Pencegahan Korupsi
6112,Eksternal,86.85,84.25,81.28,78.41,PEMERINTAH KABUPATEN KUBU RAYA,PROVINSI KALIMANTAN BARAT,Eksternal
6112,Integritas Pegawai,95.39,94.42,96.15,89.42,PEMERINTAH KABUPATEN KUBU RAYA,PROVINSI KALIMANTAN BARAT,Integritas Pegawai
6112,Transparansi dan Keadilan Layanan,82.19,77.89,70.65,74.68,PEMERINTAH KABUPATEN KUBU RAYA,PROVINSI KALIMANTAN BARAT,Transparansi dan Keadilan Layanan
6112,Upaya Pencegahan Korupsi,81.9,79.15,75.06,69.89,PEMERINTAH KABUPATEN KUBU RAYA,PROVINSI KALIMANTAN BARAT,Upaya Pencegahan Korupsi
6171,Eksternal,89.89,87.15,83.1,79.92,PEMERINTAH KOTA PONTIANAK,PROVINSI KALIMANTAN BARAT,Eksternal
6171,Integritas Pegawai,97.13,96.23,95.78,88.38,PEMERINTAH KOTA PONTIANAK,PROVINSI KALIMANTAN BARAT,Integritas Pegawai
6171,Transparansi dan Keadilan Layanan,84.27,80.74,74.42,77.53,PEMERINTAH KOTA PONTIANAK,PROVINSI KALIMANTAN BARAT,Transparansi dan Keadilan Layanan
6171,Upaya Pencegahan Korupsi,87.28,83.27,77.42,72.91,PEMERINTAH KOTA PONTIANAK,PROVINSI KALIMANTAN BARAT,Upaya Pencegahan Korupsi
6172,Eksternal,89.17,86.42,81.95,82.91,PEMERINTAH KOTA SINGKAWANG,PROVINSI KALIMANTAN BARAT,Eksternal
6172,Integritas Pegawai,98.06,97.14,97.18,94.64,PEMERINTAH KOTA SINGKAWANG,PROVINSI KALIMANTAN BARAT,Integritas Pegawai
6172,Transparansi dan Keadilan Layanan,83.2,79.83,73.63,79.31,PEMERINTAH KOTA SINGKAWANG,PROVINSI KALIMANTAN BARAT,Transparansi dan Keadilan Layanan
6172,Upaya Pencegahan Korupsi,85.09,80.93,73.17,73.46,PEMERINTAH KOTA SINGKAWANG,PROVINSI KALIMANTAN BARAT,Upaya Pencegahan Korupsi
6200,Eksternal,87.56,83.27,80.68,78.08,PEMERINTAH PROVINSI KALIMANTAN TENGAH,PROVINSI KALIMANTAN TENGAH,Eksternal
6200,Integritas Pegawai,95.3,94.3,93.37,91.1,PEMERINTAH PROVINSI KALIMANTAN TENGAH,PROVINSI KALIMANTAN TENGAH,Integritas Pegawai
6200,Transparansi dan Keadilan Layanan,80.66,78.91,74.39,72.78,PEMERINTAH PROVINSI KALIMANTAN TENGAH,PROVINSI KALIMANTAN TENGAH,Transparansi dan Keadilan Layanan
6200,Upaya Pencegahan Korupsi,85.62,75.31,72.75,68.83,PEMERINTAH PROVINSI KALIMANTAN TENGAH,PROVINSI KALIMANTAN TENGAH,Upaya Pencegahan Korupsi
6201,Eksternal,87.93,86.28,82.98,75.51,PEMERINTAH KABUPATEN KOTAWARINGIN BARAT,PROVINSI KALIMANTAN TENGAH,Eksternal
6201,Integritas Pegawai,95.6,96.18,96.59,89.09,PEMERINTAH KABUPATEN KOTAWARINGIN BARAT,PROVINSI KALIMANTAN TENGAH,Integritas Pegawai
6201,Transparansi dan Keadilan Layanan,83.12,78.94,75.47,72.11,PEMERINTAH KABUPATEN KOTAWARINGIN BARAT,PROVINSI KALIMANTAN TENGAH,Transparansi dan Keadilan Layanan
6201,Upaya Pencegahan Korupsi,84.09,82.4,75.2,63.86,PEMERINTAH KABUPATEN KOTAWARINGIN BARAT,PROVINSI KALIMANTAN TENGAH,Upaya Pencegahan Korupsi
6202,Eksternal,87.3,82.77,80.8,80.18,PEMERINTAH KABUPATEN KOTAWARINGIN TIMUR,PROVINSI KALIMANTAN TENGAH,Eksternal
6202,Integritas Pegawai,95.55,93.14,93.33,90.08,PEMERINTAH KABUPATEN KOTAWARINGIN TIMUR,PROVINSI KALIMANTAN TENGAH,Integritas Pegawai
6202,Transparansi dan Keadilan Layanan,81.65,76.4,73.06,75.87,PEMERINTAH KABUPATEN KOTAWARINGIN TIMUR,PROVINSI KALIMANTAN TENGAH,Transparansi dan Keadilan Layanan
6202,Upaya Pencegahan Korupsi,83.62,77.45,74.42,73.42,PEMERINTAH KABUPATEN KOTAWARINGIN TIMUR,PROVINSI KALIMANTAN TENGAH,Upaya Pencegahan Korupsi
6203,Eksternal,88.57,87.13,83.63,83.06,PEMERINTAH KABUPATEN KAPUAS,PROVINSI KALIMANTAN TENGAH,Eksternal
6203,Integritas Pegawai,96.25,94.8,95.39,96.69,PEMERINTAH KABUPATEN KAPUAS,PROVINSI KALIMANTAN TENGAH,Integritas Pegawai
6203,Transparansi dan Keadilan Layanan,85.7,81.89,77.29,85.1,PEMERINTAH KABUPATEN KAPUAS,PROVINSI KALIMANTAN TENGAH,Transparansi dan Keadilan Layanan
6203,Upaya Pencegahan Korupsi,82.88,83.69,76.73,66.21,PEMERINTAH KABUPATEN KAPUAS,PROVINSI KALIMANTAN TENGAH,Upaya Pencegahan Korupsi
6204,Eksternal,86.31,84.0,84.67,83.72,PEMERINTAH KABUPATEN BARITO SELATAN,PROVINSI KALIMANTAN TENGAH,Eksternal
6204,Integritas Pegawai,95.83,95.68,95.83,97.0,PEMERINTAH KABUPATEN BARITO SELATAN,PROVINSI KALIMANTAN TENGAH,Integritas Pegawai
6204,Transparansi dan Keadilan Layanan,83.87,77.73,79.75,77.78,PEMERINTAH KABUPATEN BARITO SELATAN,PROVINSI KALIMANTAN TENGAH,Transparansi dan Keadilan Layanan
6204,Upaya Pencegahan Korupsi,78.19,77.14,77.12,74.81,PEMERINTAH KABUPATEN BARITO SELATAN,PROVINSI KALIMANTAN TENGAH,Upaya Pencegahan Korupsi
6205,Eksternal,87.52,85.2,80.62,85.92,PEMERINTAH KABUPATEN BARITO UTARA,PROVINSI KALIMANTAN TENGAH,Eksternal
6205,Integritas Pegawai,96.79,93.45,95.36,96.41,PEMERINTAH KABUPATEN BARITO UTARA,PROVINSI KALIMANTAN TENGAH,Integritas Pegawai
6205,Transparansi dan Keadilan Layanan,83.96,79.07,74.32,82.95,PEMERINTAH KABUPATEN BARITO UTARA,PROVINSI KALIMANTAN TENGAH,Transparansi dan Keadilan Layanan
6205,Upaya Pencegahan Korupsi,80.73,81.98,70.46,77.23,PEMERINTAH KABUPATEN BARITO UTARA,PROVINSI KALIMANTAN TENGAH,Upaya Pencegahan Korupsi
6206,Eksternal,88.46,86.78,80.98,74.7,PEMERINTAH KABUPATEN SUKAMARA,PROVINSI KALIMANTAN TENGAH,Eksternal
6206,Integritas Pegawai,97.88,98.43,95.34,82.13,PEMERINTAH KABUPATEN SUKAMARA,PROVINSI KALIMANTAN TENGAH,Integritas Pegawai
6206,Transparansi dan Keadilan Layanan,82.04,80.37,75.12,71.99,PEMERINTAH KABUPATEN SUKAMARA,PROVINSI KALIMANTAN TENGAH,Transparansi dan Keadilan Layanan
6206,Upaya Pencegahan Korupsi,84.24,80.1,70.79,69.13,PEMERINTAH KABUPATEN SUKAMARA,PROVINSI KALIMANTAN TENGAH,Upaya Pencegahan Korupsi
6207,Eksternal,89.6,87.59,85.95,87.29,PEMERINTAH KABUPATEN LAMANDAU,PROVINSI KALIMANTAN TENGAH,Eksternal
6207,Integritas Pegawai,98.46,97.13,98.75,94.52,PEMERINTAH KABUPATEN LAMANDAU,PROVINSI KALIMANTAN TENGAH,Integritas Pegawai
6207,Transparansi dan Keadilan Layanan,83.67,82.48,77.97,85.05,PEMERINTAH KABUPATEN LAMANDAU,PROVINSI KALIMANTAN TENGAH,Transparansi dan Keadilan Layanan
6207,Upaya Pencegahan Korupsi,85.52,81.97,79.5,81.49,PEMERINTAH KABUPATEN LAMANDAU,PROVINSI KALIMANTAN TENGAH,Upaya Pencegahan Korupsi
6208,Eksternal,87.91,85.86,79.62,76.63,PEMERINTAH KABUPATEN SERUYAN,PROVINSI KALIMANTAN TENGAH,Eksternal
6208,Integritas Pegawai,97.88,97.03,96.09,95.85,PEMERINTAH KABUPATEN SERUYAN,PROVINSI KALIMANTAN TENGAH,Integritas Pegawai
6208,Transparansi dan Keadilan Layanan,84.03,81.91,75.81,73.13,PEMERINTAH KABUPATEN SERUYAN,PROVINSI KALIMANTAN TENGAH,Transparansi dan Keadilan Layanan
6208,Upaya Pencegahan Korupsi,80.67,77.37,65.2,58.9,PEMERINTAH KABUPATEN SERUYAN,PROVINSI KALIMANTAN TENGAH,Upaya Pencegahan Korupsi
6209,Eksternal,86.3,87.57,87.1,58.63,PEMERINTAH KABUPATEN KATINGAN,PROVINSI KALIMANTAN TENGAH,Eksternal
6209,Integritas Pegawai,96.52,98.47,94.7,62.99,PEMERINTAH KABUPATEN KATINGAN,PROVINSI KALIMANTAN TENGAH,Integritas Pegawai
6209,Transparansi dan Keadilan Layanan,82.92,81.66,80.04,69.68,PEMERINTAH KABUPATEN KATINGAN,PROVINSI KALIMANTAN TENGAH,Transparansi dan Keadilan Layanan
6209,Upaya Pencegahan Korupsi,78.32,81.22,85.47,43.38,PEMERINTAH KABUPATEN KATINGAN,PROVINSI KALIMANTAN TENGAH,Upaya Pencegahan Korupsi
6210,Eksternal,90.74,87.5,82.61,74.05,PEMERINTAH KABUPATEN PULANG PISAU,PROVINSI KALIMANTAN TENGAH,Eksternal
6210,Integritas Pegawai,98.42,96.39,97.95,84.26,PEMERINTAH KABUPATEN PULANG PISAU,PROVINSI KALIMANTAN TENGAH,Integritas Pegawai
6210,Transparansi dan Keadilan Layanan,84.94,81.5,78.95,74.76,PEMERINTAH KABUPATEN PULANG PISAU,PROVINSI KALIMANTAN TENGAH,Transparansi dan Keadilan Layanan
6210,Upaya Pencegahan Korupsi,87.84,83.43,69.27,62.2,PEMERINTAH KABUPATEN PULANG PISAU,PROVINSI KALIMANTAN TENGAH,Upaya Pencegahan Korupsi
6211,Eksternal,84.8,86.02,86.21,81.08,PEMERINTAH KABUPATEN GUNUNG MAS,PROVINSI KALIMANTAN TENGAH,Eksternal
6211,Integritas Pegawai,97.86,96.41,98.14,93.22,PEMERINTAH KABUPATEN GUNUNG MAS,PROVINSI KALIMANTAN TENGAH,Integritas Pegawai
6211,Transparansi dan Keadilan Layanan,86.8,84.8,83.86,79.97,PEMERINTAH KABUPATEN GUNUNG MAS,PROVINSI KALIMANTAN TENGAH,Transparansi dan Keadilan Layanan
6211,Upaya Pencegahan Korupsi,68.6,75.8,75.36,68.83,PEMERINTAH KABUPATEN GUNUNG MAS,PROVINSI KALIMANTAN TENGAH,Upaya Pencegahan Korupsi
6212,Eksternal,84.27,84.74,80.32,80.6,PEMERINTAH KABUPATEN BARITO TIMUR,PROVINSI KALIMANTAN TENGAH,Eksternal
6212,Integritas Pegawai,93.01,93.67,96.3,96.07,PEMERINTAH KABUPATEN BARITO TIMUR,PROVINSI KALIMANTAN TENGAH,Integritas Pegawai
6212,Transparansi dan Keadilan Layanan,83.31,80.51,72.92,78.04,PEMERINTAH KABUPATEN BARITO TIMUR,PROVINSI KALIMANTAN TENGAH,Transparansi dan Keadilan Layanan
6212,Upaya Pencegahan Korupsi,75.61,78.95,69.82,66.09,PEMERINTAH KABUPATEN BARITO TIMUR,PROVINSI KALIMANTAN TENGAH,Upaya Pencegahan Korupsi
6213,Eksternal,84.0,83.78,82.19,74.14,PEMERINTAH KABUPATEN MURUNG RAYA,PROVINSI KALIMANTAN TENGAH,Eksternal
6213,Integritas Pegawai,99.25,94.38,95.76,87.39,PEMERINTAH KABUPATEN MURUNG RAYA,PROVINSI KALIMANTAN TENGAH,Integritas Pegawai
6213,Transparansi dan Keadilan Layanan,88.73,78.26,73.15,71.36,PEMERINTAH KABUPATEN MURUNG RAYA,PROVINSI KALIMANTAN TENGAH,Transparansi dan Keadilan Layanan
6213,Upaya Pencegahan Korupsi,62.82,77.4,75.89,62.25,PEMERINTAH KABUPATEN MURUNG RAYA,PROVINSI KALIMANTAN TENGAH,Upaya Pencegahan Korupsi
6271,Eksternal,86.05,84.71,77.62,70.65,PEMERINTAH KOTA PALANGKA RAYA,PROVINSI KALIMANTAN TENGAH,Eksternal
6271,Integritas Pegawai,94.87,95.3,91.7,83.48,PEMERINTAH KOTA PALANGKA RAYA,PROVINSI KALIMANTAN TENGAH,Integritas Pegawai
6271,Transparansi dan Keadilan Layanan,80.88,79.62,68.5,69.45,PEMERINTAH KOTA PALANGKA RAYA,PROVINSI KALIMANTAN TENGAH,Transparansi dan Keadilan Layanan
6271,Upaya Pencegahan Korupsi,81.31,77.94,70.84,57.74,PEMERINTAH KOTA PALANGKA RAYA,PROVINSI KALIMANTAN TENGAH,Upaya Pencegahan Korupsi
6300,Eksternal,88.1,86.98,80.3,82.64,PEMERINTAH PROVINSI KALIMANTAN SELATAN,PROVINSI KALIMANTAN SELATAN,Eksternal
6300,Integritas Pegawai,96.05,95.21,95.37,92.58,PEMERINTAH PROVINSI KALIMANTAN SELATAN,PROVINSI KALIMANTAN SELATAN,Integritas Pegawai
6300,Transparansi dan Keadilan Layanan,83.12,81.42,69.98,80.16,PEMERINTAH PROVINSI KALIMANTAN SELATAN,PROVINSI KALIMANTAN SELATAN,Transparansi dan Keadilan Layanan
6300,Upaya Pencegahan Korupsi,84.12,83.24,73.57,74.1,PEMERINTAH PROVINSI KALIMANTAN SELATAN,PROVINSI KALIMANTAN SELATAN,Upaya Pencegahan Korupsi
6301,Eksternal,90.32,86.66,87.74,85.69,PEMERINTAH KABUPATEN TANAH LAUT,PROVINSI KALIMANTAN SELATAN,Eksternal
6301,Integritas Pegawai,98.17,96.68,98.41,96.01,PEMERINTAH KABUPATEN TANAH LAUT,PROVINSI KALIMANTAN SELATAN,Integritas Pegawai
6301,Transparansi dan Keadilan Layanan,85.08,80.81,79.31,81.53,PEMERINTAH KABUPATEN TANAH LAUT,PROVINSI KALIMANTAN SELATAN,Transparansi dan Keadilan Layanan
6301,Upaya Pencegahan Korupsi,86.7,81.22,84.04,78.34,PEMERINTAH KABUPATEN TANAH LAUT,PROVINSI KALIMANTAN SELATAN,Upaya Pencegahan Korupsi
6302,Eksternal,87.59,84.04,81.56,84.56,PEMERINTAH KABUPATEN KOTABARU,PROVINSI KALIMANTAN SELATAN,Eksternal
6302,Integritas Pegawai,97.76,94.43,93.43,96.75,PEMERINTAH KABUPATEN KOTABARU,PROVINSI KALIMANTAN SELATAN,Integritas Pegawai
6302,Transparansi dan Keadilan Layanan,82.01,78.28,71.71,80.22,PEMERINTAH KABUPATEN KOTABARU,PROVINSI KALIMANTAN SELATAN,Transparansi dan Keadilan Layanan
6302,Upaya Pencegahan Korupsi,81.75,78.12,77.88,75.32,PEMERINTAH KABUPATEN KOTABARU,PROVINSI KALIMANTAN SELATAN,Upaya Pencegahan Korupsi
6303,Eksternal,88.85,86.42,79.32,81.4,PEMERINTAH KABUPATEN BANJAR,PROVINSI KALIMANTAN SELATAN,Eksternal
6303,Integritas Pegawai,96.46,96.96,95.67,95.08,PEMERINTAH KABUPATEN BANJAR,PROVINSI KALIMANTAN SELATAN,Integritas Pegawai
6303,Transparansi dan Keadilan Layanan,83.55,80.87,71.06,76.86,PEMERINTAH KABUPATEN BANJAR,PROVINSI KALIMANTAN SELATAN,Transparansi dan Keadilan Layanan
6303,Upaya Pencegahan Korupsi,85.55,80.13,69.22,70.72,PEMERINTAH KABUPATEN BANJAR,PROVINSI KALIMANTAN SELATAN,Upaya Pencegahan Korupsi
6304,Eksternal,89.03,87.63,88.55,81.88,PEMERINTAH KABUPATEN BARITO KUALA,PROVINSI KALIMANTAN SELATAN,Eksternal
6304,Integritas Pegawai,98.19,95.16,98.76,89.86,PEMERINTAH KABUPATEN BARITO KUALA,PROVINSI KALIMANTAN SELATAN,Integritas Pegawai
6304,Transparansi dan Keadilan Layanan,82.09,81.44,79.56,79.94,PEMERINTAH KABUPATEN BARITO KUALA,PROVINSI KALIMANTAN SELATAN,Transparansi dan Keadilan Layanan
6304,Upaya Pencegahan Korupsi,85.58,85.26,85.9,74.97,PEMERINTAH KABUPATEN BARITO KUALA,PROVINSI KALIMANTAN SELATAN,Upaya Pencegahan Korupsi
6305,Eksternal,87.78,86.68,79.85,81.42,PEMERINTAH KABUPATEN TAPIN,PROVINSI KALIMANTAN SELATAN,Eksternal
6305,Integritas Pegawai,97.43,94.75,96.79,93.9,PEMERINTAH KABUPATEN TAPIN,PROVINSI KALIMANTAN SELATAN,Integritas Pegawai
6305,Transparansi dan Keadilan Layanan,81.31,82.09,71.98,76.0,PEMERINTAH KABUPATEN TAPIN,PROVINSI KALIMANTAN SELATAN,Transparansi dan Keadilan Layanan
6305,Upaya Pencegahan Korupsi,83.33,82.2,68.74,72.88,PEMERINTAH KABUPATEN TAPIN,PROVINSI KALIMANTAN SELATAN,Upaya Pencegahan Korupsi
6306,Eksternal,91.42,89.46,87.51,85.44,PEMERINTAH KABUPATEN HULU SUNGAI SELATAN,PROVINSI KALIMANTAN SELATAN,Eksternal
6306,Integritas Pegawai,97.87,98.46,98.74,95.1,PEMERINTAH KABUPATEN HULU SUNGAI SELATAN,PROVINSI KALIMANTAN SELATAN,Integritas Pegawai
6306,Transparansi dan Keadilan Layanan,85.36,83.03,79.65,82.25,PEMERINTAH KABUPATEN HULU SUNGAI SELATAN,PROVINSI KALIMANTAN SELATAN,Transparansi dan Keadilan Layanan
6306,Upaya Pencegahan Korupsi,90.11,85.69,82.67,77.86,PEMERINTAH KABUPATEN HULU SUNGAI SELATAN,PROVINSI KALIMANTAN SELATAN,Upaya Pencegahan Korupsi
6307,Eksternal,89.75,86.99,85.62,85.57,PEMERINTAH KABUPATEN HULU SUNGAI TENGAH,PROVINSI KALIMANTAN SELATAN,Eksternal
6307,Integritas Pegawai,97.74,97.58,97.39,97.92,PEMERINTAH KABUPATEN HULU SUNGAI TENGAH,PROVINSI KALIMANTAN SELATAN,Integritas Pegawai
6307,Transparansi dan Keadilan Layanan,83.68,81.1,78.54,80.79,PEMERINTAH KABUPATEN HULU SUNGAI TENGAH,PROVINSI KALIMANTAN SELATAN,Transparansi dan Keadilan Layanan
6307,Upaya Pencegahan Korupsi,86.76,80.96,79.43,76.56,PEMERINTAH KABUPATEN HULU SUNGAI TENGAH,PROVINSI KALIMANTAN SELATAN,Upaya Pencegahan Korupsi
6308,Eksternal,90.16,86.3,84.92,77.89,PEMERINTAH KABUPATEN HULU SUNGAI UTARA,PROVINSI KALIMANTAN SELATAN,Eksternal
6308,Integritas Pegawai,98.17,96.29,98.55,91.24,PEMERINTAH KABUPATEN HULU SUNGAI UTARA,PROVINSI KALIMANTAN SELATAN,Integritas Pegawai
6308,Transparansi dan Keadilan Layanan,84.54,80.59,76.99,75.42,PEMERINTAH KABUPATEN HULU SUNGAI UTARA,PROVINSI KALIMANTAN SELATAN,Transparansi dan Keadilan Layanan
6308,Upaya Pencegahan Korupsi,86.73,80.76,77.5,65.59,PEMERINTAH KABUPATEN HULU SUNGAI UTARA,PROVINSI KALIMANTAN SELATAN,Upaya Pencegahan Korupsi
6309,Eksternal,87.63,87.9,88.16,80.97,PEMERINTAH KABUPATEN TABALONG,PROVINSI KALIMANTAN SELATAN,Eksternal
6309,Integritas Pegawai,97.27,97.84,99.01,93.97,PEMERINTAH KABUPATEN TABALONG,PROVINSI KALIMANTAN SELATAN,Integritas Pegawai
6309,Transparansi dan Keadilan Layanan,81.81,81.54,79.32,78.18,PEMERINTAH KABUPATEN TABALONG,PROVINSI KALIMANTAN SELATAN,Transparansi dan Keadilan Layanan
6309,Upaya Pencegahan Korupsi,82.6,83.04,84.66,69.37,PEMERINTAH KABUPATEN TABALONG,PROVINSI KALIMANTAN SELATAN,Upaya Pencegahan Korupsi
6310,Eksternal,87.58,85.0,83.29,82.93,PEMERINTAH KABUPATEN TANAH BUMBU,PROVINSI KALIMANTAN SELATAN,Eksternal
6310,Integritas Pegawai,96.57,95.53,96.96,98.05,PEMERINTAH KABUPATEN TANAH BUMBU,PROVINSI KALIMANTAN SELATAN,Integritas Pegawai
6310,Transparansi dan Keadilan Layanan,81.34,79.47,75.7,80.13,PEMERINTAH KABUPATEN TANAH BUMBU,PROVINSI KALIMANTAN SELATAN,Transparansi dan Keadilan Layanan
6310,Upaya Pencegahan Korupsi,83.65,78.7,75.51,69.0,PEMERINTAH KABUPATEN TANAH BUMBU,PROVINSI KALIMANTAN SELATAN,Upaya Pencegahan Korupsi
6311,Eksternal,87.97,86.03,85.4,77.76,PEMERINTAH KABUPATEN BALANGAN,PROVINSI KALIMANTAN SELATAN,Eksternal
6311,Integritas Pegawai,95.62,95.95,98.13,92.72,PEMERINTAH KABUPATEN BALANGAN,PROVINSI KALIMANTAN SELATAN,Integritas Pegawai
6311,Transparansi dan Keadilan Layanan,85.09,80.29,75.81,75.29,PEMERINTAH KABUPATEN BALANGAN,PROVINSI KALIMANTAN SELATAN,Transparansi dan Keadilan Layanan
6311,Upaya Pencegahan Korupsi,82.34,80.61,80.53,63.7,PEMERINTAH KABUPATEN BALANGAN,PROVINSI KALIMANTAN SELATAN,Upaya Pencegahan Korupsi
6371,Eksternal,88.29,86.5,82.87,83.32,PEMERINTAH KOTA BANJARMASIN,PROVINSI KALIMANTAN SELATAN,Eksternal
6371,Integritas Pegawai,96.17,96.77,97.11,95.97,PEMERINTAH KOTA BANJARMASIN,PROVINSI KALIMANTAN SELATAN,Integritas Pegawai
6371,Transparansi dan Keadilan Layanan,83.27,79.93,73.13,79.32,PEMERINTAH KOTA BANJARMASIN,PROVINSI KALIMANTAN SELATAN,Transparansi dan Keadilan Layanan
6371,Upaya Pencegahan Korupsi,84.42,81.5,76.49,73.26,PEMERINTAH KOTA BANJARMASIN,PROVINSI KALIMANTAN SELATAN,Upaya Pencegahan Korupsi
6372,Eksternal,86.24,86.16,85.89,79.78,PEMERINTAH KOTA BANJARBARU,PROVINSI KALIMANTAN SELATAN,Eksternal
6372,Integritas Pegawai,94.97,96.11,98.69,93.59,PEMERINTAH KOTA BANJARBARU,PROVINSI KALIMANTAN SELATAN,Integritas Pegawai
6372,Transparansi dan Keadilan Layanan,81.19,79.41,77.45,75.8,PEMERINTAH KOTA BANJARBARU,PROVINSI KALIMANTAN SELATAN,Transparansi dan Keadilan Layanan
6372,Upaya Pencegahan Korupsi,81.48,81.67,79.87,68.41,PEMERINTAH KOTA BANJARBARU,PROVINSI KALIMANTAN SELATAN,Upaya Pencegahan Korupsi
6400,Eksternal,86.15,86.35,73.89,81.81,PEMERINTAH PROVINSI KALIMANTAN TIMUR,PROVINSI KALIMANTAN TIMUR,Eksternal
6400,Integritas Pegawai,94.34,94.72,85.17,92.97,PEMERINTAH PROVINSI KALIMANTAN TIMUR,PROVINSI KALIMANTAN TIMUR,Integritas Pegawai
6400,Transparansi dan Keadilan Layanan,79.75,81.05,64.51,79.44,PEMERINTAH PROVINSI KALIMANTAN TIMUR,PROVINSI KALIMANTAN TIMUR,Transparansi dan Keadilan Layanan
6400,Upaya Pencegahan Korupsi,83.25,82.19,70.43,71.85,PEMERINTAH PROVINSI KALIMANTAN TIMUR,PROVINSI KALIMANTAN TIMUR,Upaya Pencegahan Korupsi
6401,Eksternal,86.3,83.53,80.71,80.82,PEMERINTAH KABUPATEN PASER,PROVINSI KALIMANTAN TIMUR,Eksternal
6401,Integritas Pegawai,94.51,94.75,97.24,90.99,PEMERINTAH KABUPATEN PASER,PROVINSI KALIMANTAN TIMUR,Integritas Pegawai
6401,Transparansi dan Keadilan Layanan,83.17,76.23,71.53,76.91,PEMERINTAH KABUPATEN PASER,PROVINSI KALIMANTAN TIMUR,Transparansi dan Keadilan Layanan
6401,Upaya Pencegahan Korupsi,80.26,78.15,71.3,73.39,PEMERINTAH KABUPATEN PASER,PROVINSI KALIMANTAN TIMUR,Upaya Pencegahan Korupsi
6402,Eksternal,84.87,85.37,80.17,80.51,PEMERINTAH KABUPATEN KUTAI BARAT,PROVINSI KALIMANTAN TIMUR,Eksternal
6402,Integritas Pegawai,96.44,97.54,96.78,95.43,PEMERINTAH KABUPATEN KUTAI BARAT,PROVINSI KALIMANTAN TIMUR,Integritas Pegawai
6402,Transparansi dan Keadilan Layanan,82.21,81.13,71.63,77.71,PEMERINTAH KABUPATEN KUTAI BARAT,PROVINSI KALIMANTAN TIMUR,Transparansi dan Keadilan Layanan
6402,Upaya Pencegahan Korupsi,74.73,76.06,70.08,66.81,PEMERINTAH KABUPATEN KUTAI BARAT,PROVINSI KALIMANTAN TIMUR,Upaya Pencegahan Korupsi
6403,Eksternal,84.44,82.35,83.82,81.67,PEMERINTAH KABUPATEN KUTAI KARTANEGARA,PROVINSI KALIMANTAN TIMUR,Eksternal
6403,Integritas Pegawai,91.89,91.62,97.46,93.51,PEMERINTAH KABUPATEN KUTAI KARTANEGARA,PROVINSI KALIMANTAN TIMUR,Integritas Pegawai
6403,Transparansi dan Keadilan Layanan,79.22,78.34,78.6,78.39,PEMERINTAH KABUPATEN KUTAI KARTANEGARA,PROVINSI KALIMANTAN TIMUR,Transparansi dan Keadilan Layanan
6403,Upaya Pencegahan Korupsi,81.24,75.99,73.83,71.8,PEMERINTAH KABUPATEN KUTAI KARTANEGARA,PROVINSI KALIMANTAN TIMUR,Upaya Pencegahan Korupsi
6404,Eksternal,84.49,84.77,82.87,78.41,PEMERINTAH KABUPATEN KUTAI TIMUR,PROVINSI KALIMANTAN TIMUR,Eksternal
