KODE_JAGA_ORG,Index_name,Value24,Value23,Value22,Value21,data.instansi,PROVINSI.CLUSTER_KL,KODE_2
1503,Integritas Pegawai,97.4,96.18,95.16,92.69,PEMERINTAH KABUPATEN SAROLANGUN,PROVINSI JAMBI,Integritas Pegawai
1504,Eksper,64.81,54.98,79.84,76.26,PEMERINTAH KABUPATEN BATANG HARI,PROVINSI JAMBI,Eksper
1504,Integritas Pegawai,93.03,92.79,95.94,97.99,PEMERINTAH KABUPATEN BATANG HARI,PROVINSI JAMBI,Integritas Pegawai
1505,Eksper,65.63,65.76,78.56,67.43,PEMERINTAH KABUPATEN MUARO JAMBI,PROVINSI JAMBI,Eksper
1505,Integritas Pegawai,90.05,92.5,90.01,90.63,PEMERINTAH KABUPATEN MUARO JAMBI,PROVINSI JAMBI,Integritas Pegawai
1506,Eksper,73.91,69.76,71.87,73.65,PEMERINTAH KABUPATEN TANJUNG JABUNG TIMUR,PROVINSI JAMBI,Eksper
1506,Integritas Pegawai,95.68,96.0,98.26,97.56,PEMERINTAH KABUPATEN TANJUNG JABUNG TIMUR,PROVINSI JAMBI,Integritas Pegawai
1507,Eksper,67.09,61.42,75.35,76.48,PEMERINTAH KABUPATEN TANJUNG JABUNG BARAT,PROVINSI JAMBI,Eksper
1507,Integritas Pegawai,95.6,96.18,96.84,86.57,PEMERINTAH KABUPATEN TANJUNG JABUNG BARAT,PROVINSI JAMBI,Integritas Pegawai
1508,Eksper,67.65,63.16,76.94,67.84,PEMERINTAH KABUPATEN TEBO,PROVINSI JAMBI,Eksper
1508,Integritas Pegawai,96.04,95.32,96.21,93.8,PEMERINTAH KABUPATEN TEBO,PROVINSI JAMBI,Integritas Pegawai
1509,Eksper,64.03,59.49,67.39,71.39,PEMERINTAH KABUPATEN BUNGO,PROVINSI JAMBI,Eksper
1509,Integritas Pegawai,95.17,97.09,95.19,94.56,PEMERINTAH KABUPATEN BUNGO,PROVINSI JAMBI,Integritas Pegawai
1571,Eksper,69.83,67.26,70.6,71.81,PEMERINTAH KOTA JAMBI,PROVINSI JAMBI,Eksper
1571,Integritas Pegawai,94.58,95.57,95.7,87.79,PEMERINTAH KOTA JAMBI,PROVINSI JAMBI,Integritas Pegawai
1572,Eksper,57.71,60.6,63.86,66.92,PEMERINTAH KOTA SUNGAI PENUH,PROVINSI JAMBI,Eksper
1572,Integritas Pegawai,88.69,92.51,95.09,88.58,PEMERINTAH KOTA SUNGAI PENUH,PROVINSI JAMBI,Integritas Pegawai
1600,Eksper,61.33,68.19,67.45,58.43,PEMERINTAH PROVINSI SUMATERA SELATAN,PROVINSI SUMATERA SELATAN,Eksper
1600,Integritas Pegawai,95.14,90.43,97.95,86.38,PEMERINTAH PROVINSI SUMATERA SELATAN,PROVINSI SUMATERA SELATAN,Integritas Pegawai
1601,Eksper,66.54,67.44,65.25,68.49,PEMERINTAH KABUPATEN OGAN KOMERING ULU,PROVINSI SUMATERA SELATAN,Eksper
1601,Integritas Pegawai,96.67,93.26,97.47,83.65,PEMERINTAH KABUPATEN OGAN KOMERING ULU,PROVINSI SUMATERA SELATAN,Integritas Pegawai
1602,Eksper,70.13,67.2,57.83,75.11,PEMERINTAH KABUPATEN OGAN KOMERING ILIR,PROVINSI SUMATERA SELATAN,Eksper
1602,Integritas Pegawai,95.9,94.15,93.52,86.88,PEMERINTAH KABUPATEN OGAN KOMERING ILIR,PROVINSI SUMATERA SELATAN,Integritas Pegawai
1603,Eksper,69.73,66.26,67.33,70.54,PEMERINTAH KABUPATEN MUARA ENIM,PROVINSI SUMATERA SELATAN,Eksper
1603,Integritas Pegawai,97.19,96.92,97.56,90.4,PEMERINTAH KABUPATEN MUARA ENIM,PROVINSI SUMATERA SELATAN,Integritas Pegawai
1604,Eksper,67.26,66.97,67.85,69.74,PEMERINTAH KABUPATEN LAHAT,PROVINSI SUMATERA SELATAN,Eksper
1604,Integritas Pegawai,93.69,91.18,97.52,94.31,PEMERINTAH KABUPATEN LAHAT,PROVINSI SUMATERA SELATAN,Integritas Pegawai
1605,Eksper,72.8,65.63,75.66,77.41,PEMERINTAH KABUPATEN MUSI RAWAS,PROVINSI SUMATERA SELATAN,Eksper
1605,Integritas Pegawai,97.92,95.79,95.16,91.27,PEMERINTAH KABUPATEN MUSI RAWAS,PROVINSI SUMATERA SELATAN,Integritas Pegawai
1606,Eksper,69.83,62.97,67.23,70.11,PEMERINTAH KABUPATEN MUSI BANYUASIN,PROVINSI SUMATERA SELATAN,Eksper
1606,Integritas Pegawai,93.13,92.0,94.11,93.84,PEMERINTAH KABUPATEN MUSI BANYUASIN,PROVINSI SUMATERA SELATAN,Integritas Pegawai
1607,Eksper,66.31,70.23,70.55,73.32,PEMERINTAH KABUPATEN BANYUASIN,PROVINSI SUMATERA SELATAN,Eksper
1607,Integritas Pegawai,94.35,96.76,94.44,86.95,PEMERINTAH KABUPATEN BANYUASIN,PROVINSI SUMATERA SELATAN,Integritas Pegawai
1608,Eksper,60.64,54.66,55.4,60.71,PEMERINTAH KABUPATEN OGAN KOMERING ULU SELATAN,PROVINSI SUMATERA SELATAN,Eksper
1608,Integritas Pegawai,91.7,84.64,94.23,87.27,PEMERINTAH KABUPATEN OGAN KOMERING ULU SELATAN,PROVINSI SUMATERA SELATAN,Integritas Pegawai
1609,Eksper,68.61,68.64,63.79,69.65,PEMERINTAH KABUPATEN OGAN KOMERING ULU TIMUR,PROVINSI SUMATERA SELATAN,Eksper
1609,Integritas Pegawai,91.51,91.51,85.36,86.7,PEMERINTAH KABUPATEN OGAN KOMERING ULU TIMUR,PROVINSI SUMATERA SELATAN,Integritas Pegawai
1610,Eksper,72.86,59.98,56.01,68.52,PEMERINTAH KABUPATEN OGAN ILIR,PROVINSI SUMATERA SELATAN,Eksper
1610,Integritas Pegawai,99.85,94.78,94.0,92.17,PEMERINTAH KABUPATEN OGAN ILIR,PROVINSI SUMATERA SELATAN,Integritas Pegawai
1611,Eksper,60.17,69.59,55.82,73.9,PEMERINTAH KABUPATEN EMPAT LAWANG,PROVINSI SUMATERA SELATAN,Eksper
1611,Integritas Pegawai,94.63,95.05,97.84,91.08,PEMERINTAH KABUPATEN EMPAT LAWANG,PROVINSI SUMATERA SELATAN,Integritas Pegawai
1612,Eksper,69.48,52.82,66.95,60.92,PEMERINTAH KABUPATEN PENUKAL ABAB LEMATANG ILIR,PROVINSI SUMATERA SELATAN,Eksper
1612,Integritas Pegawai,94.54,90.75,96.93,86.06,PEMERINTAH KABUPATEN PENUKAL ABAB LEMATANG ILIR,PROVINSI SUMATERA SELATAN,Integritas Pegawai
1613,Eksper,67.77,63.08,56.06,66.99,PEMERINTAH KABUPATEN MUSI RAWAS UTARA,PROVINSI SUMATERA SELATAN,Eksper
1613,Integritas Pegawai,95.25,98.03,96.72,88.8,PEMERINTAH KABUPATEN MUSI RAWAS UTARA,PROVINSI SUMATERA SELATAN,Integritas Pegawai
1671,Eksper,64.94,55.94,60.37,68.69,PEMERINTAH KOTA PALEMBANG,PROVINSI SUMATERA SELATAN,Eksper
1671,Integritas Pegawai,94.51,96.18,97.79,94.2,PEMERINTAH KOTA PALEMBANG,PROVINSI SUMATERA SELATAN,Integritas Pegawai
1672,Eksper,80.75,63.12,81.86,71.41,PEMERINTAH KOTA PRABUMULIH,PROVINSI SUMATERA SELATAN,Eksper
1672,Integritas Pegawai,85.75,95.62,93.77,83.38,PEMERINTAH KOTA PRABUMULIH,PROVINSI SUMATERA SELATAN,Integritas Pegawai
1673,Eksper,73.73,56.96,57.78,68.55,PEMERINTAH KOTA PAGAR ALAM,PROVINSI SUMATERA SELATAN,Eksper
1673,Integritas Pegawai,95.93,92.12,97.95,76.5,PEMERINTAH KOTA PAGAR ALAM,PROVINSI SUMATERA SELATAN,Integritas Pegawai
1674,Eksper,74.88,64.24,61.98,72.89,PEMERINTAH KOTA LUBUKLINGGAU,PROVINSI SUMATERA SELATAN,Eksper
1674,Integritas Pegawai,89.5,93.71,91.4,97.33,PEMERINTAH KOTA LUBUKLINGGAU,PROVINSI SUMATERA SELATAN,Integritas Pegawai
1700,Eksper,69.43,61.82,63.71,57.31,PEMERINTAH PROVINSI BENGKULU,PROVINSI BENGKULU,Eksper
1700,Integritas Pegawai,95.05,92.71,91.83,93.31,PEMERINTAH PROVINSI BENGKULU,PROVINSI BENGKULU,Integritas Pegawai
1701,Eksper,62.69,58.69,57.1,62.77,PEMERINTAH KABUPATEN BENGKULU SELATAN,PROVINSI BENGKULU,Eksper
1701,Integritas Pegawai,97.46,97.63,93.65,91.11,PEMERINTAH KABUPATEN BENGKULU SELATAN,PROVINSI BENGKULU,Integritas Pegawai
1702,Eksper,73.4,63.89,69.85,70.8,PEMERINTAH KABUPATEN REJANG LEBONG,PROVINSI BENGKULU,Eksper
1702,Integritas Pegawai,93.89,93.25,93.96,92.92,PEMERINTAH KABUPATEN REJANG LEBONG,PROVINSI BENGKULU,Integritas Pegawai
1703,Eksper,70.57,67.53,77.0,79.1,PEMERINTAH KABUPATEN BENGKULU UTARA,PROVINSI BENGKULU,Eksper
1703,Integritas Pegawai,96.18,97.2,92.43,86.55,PEMERINTAH KABUPATEN BENGKULU UTARA,PROVINSI BENGKULU,Integritas Pegawai
1704,Eksper,68.93,62.85,72.31,69.61,PEMERINTAH KABUPATEN KAUR,PROVINSI BENGKULU,Eksper
1704,Integritas Pegawai,96.97,93.4,95.49,86.09,PEMERINTAH KABUPATEN KAUR,PROVINSI BENGKULU,Integritas Pegawai
1705,Eksper,61.55,58.78,59.1,64.17,PEMERINTAH KABUPATEN SELUMA,PROVINSI BENGKULU,Eksper
1705,Integritas Pegawai,91.52,95.35,91.12,91.87,PEMERINTAH KABUPATEN SELUMA,PROVINSI BENGKULU,Integritas Pegawai
1706,Eksper,68.67,64.82,78.53,66.79,PEMERINTAH KABUPATEN MUKOMUKO,PROVINSI BENGKULU,Eksper
1706,Integritas Pegawai,96.56,95.94,93.97,88.17,PEMERINTAH KABUPATEN MUKOMUKO,PROVINSI BENGKULU,Integritas Pegawai
1707,Eksper,60.75,62.6,76.95,74.71,PEMERINTAH KABUPATEN LEBONG,PROVINSI BENGKULU,Eksper
1707,Integritas Pegawai,96.07,95.63,89.94,94.1,PEMERINTAH KABUPATEN LEBONG,PROVINSI BENGKULU,Integritas Pegawai
1708,Eksper,70.36,61.31,74.64,78.11,PEMERINTAH KABUPATEN KEPAHIANG,PROVINSI BENGKULU,Eksper
1708,Integritas Pegawai,96.96,97.24,96.76,92.12,PEMERINTAH KABUPATEN KEPAHIANG,PROVINSI BENGKULU,Integritas Pegawai
1709,Eksper,70.05,66.44,71.24,70.71,PEMERINTAH KABUPATEN BENGKULU TENGAH,PROVINSI BENGKULU,Eksper
1709,Integritas Pegawai,93.81,96.21,99.1,98.54,PEMERINTAH KABUPATEN BENGKULU TENGAH,PROVINSI BENGKULU,Integritas Pegawai
1771,Eksper,68.74,67.71,70.55,74.12,PEMERINTAH KOTA BENGKULU,PROVINSI BENGKULU,Eksper
1771,Integritas Pegawai,91.64,93.8,95.65,94.95,PEMERINTAH KOTA BENGKULU,PROVINSI BENGKULU,Integritas Pegawai
1800,Eksper,56.37,55.9,51.97,64.11,PEMERINTAH PROVINSI LAMPUNG,PROVINSI LAMPUNG,Eksper
1800,Integritas Pegawai,93.98,92.03,88.96,85.8,PEMERINTAH PROVINSI LAMPUNG,PROVINSI LAMPUNG,Integritas Pegawai
1801,Eksper,55.82,60.03,70.4,73.24,PEMERINTAH KABUPATEN LAMPUNG BARAT,PROVINSI LAMPUNG,Eksper
1801,Integritas Pegawai,93.3,97.77,90.08,93.3,PEMERINTAH KABUPATEN LAMPUNG BARAT,PROVINSI LAMPUNG,Integritas Pegawai
1802,Eksper,64.91,59.42,77.49,67.38,PEMERINTAH KABUPATEN TANGGAMUS,PROVINSI LAMPUNG,Eksper
1802,Integritas Pegawai,89.54,97.19,94.46,94.04,PEMERINTAH KABUPATEN TANGGAMUS,PROVINSI LAMPUNG,Integritas Pegawai
1803,Eksper,77.7,63.47,56.37,71.28,PEMERINTAH KABUPATEN LAMPUNG SELATAN,PROVINSI LAMPUNG,Eksper
1803,Integritas Pegawai,95.05,97.37,98.4,80.55,PEMERINTAH KABUPATEN LAMPUNG SELATAN,PROVINSI LAMPUNG,Integritas Pegawai
1804,Eksper,68.67,53.51,51.47,67.84,PEMERINTAH KABUPATEN LAMPUNG TIMUR,PROVINSI LAMPUNG,Eksper
1804,Integritas Pegawai,72.03,90.06,93.31,82.91,PEMERINTAH KABUPATEN LAMPUNG TIMUR,PROVINSI LAMPUNG,Integritas Pegawai
1805,Eksper,65.14,56.62,63.6,66.69,PEMERINTAH KABUPATEN LAMPUNG TENGAH,PROVINSI LAMPUNG,Eksper
1805,Integritas Pegawai,93.82,94.7,92.73,82.62,PEMERINTAH KABUPATEN LAMPUNG TENGAH,PROVINSI LAMPUNG,Integritas Pegawai
1806,Eksper,57.08,47.14,57.68,64.63,PEMERINTAH KABUPATEN LAMPUNG UTARA,PROVINSI LAMPUNG,Eksper
1806,Integritas Pegawai,92.04,92.73,95.07,71.05,PEMERINTAH KABUPATEN LAMPUNG UTARA,PROVINSI LAMPUNG,Integritas Pegawai
1807,Eksper,64.47,57.66,77.04,72.55,PEMERINTAH KABUPATEN WAY KANAN,PROVINSI LAMPUNG,Eksper
1807,Integritas Pegawai,96.39,92.1,92.49,87.22,PEMERINTAH KABUPATEN WAY KANAN,PROVINSI LAMPUNG,Integritas Pegawai
1808,Eksper,62.26,55.98,76.96,77.44,PEMERINTAH KABUPATEN TULANG BAWANG,PROVINSI LAMPUNG,Eksper
1808,Integritas Pegawai,94.34,89.12,95.81,91.37,PEMERINTAH KABUPATEN TULANG BAWANG,PROVINSI LAMPUNG,Integritas Pegawai
1809,Eksper,68.79,56.33,80.81,69.86,PEMERINTAH KABUPATEN PESAWARAN,PROVINSI LAMPUNG,Eksper
1809,Integritas Pegawai,89.17,93.43,88.96,86.3,PEMERINTAH KABUPATEN PESAWARAN,PROVINSI LAMPUNG,Integritas Pegawai
1810,Eksper,66.31,65.19,73.27,78.96,PEMERINTAH KABUPATEN PRINGSEWU,PROVINSI LAMPUNG,Eksper
1810,Integritas Pegawai,97.24,97.26,95.96,94.62,PEMERINTAH KABUPATEN PRINGSEWU,PROVINSI LAMPUNG,Integritas Pegawai
1811,Eksper,65.14,59.56,67.92,69.22,PEMERINTAH KABUPATEN MESUJI,PROVINSI LAMPUNG,Eksper
1811,Integritas Pegawai,94.59,97.96,97.28,91.26,PEMERINTAH KABUPATEN MESUJI,PROVINSI LAMPUNG,Integritas Pegawai
1812,Eksper,58.33,57.08,53.26,75.63,PEMERINTAH KABUPATEN TULANG BAWANG BARAT,PROVINSI LAMPUNG,Eksper
1812,Integritas Pegawai,87.87,87.58,90.38,93.99,PEMERINTAH KABUPATEN TULANG BAWANG BARAT,PROVINSI LAMPUNG,Integritas Pegawai
1813,Eksper,66.67,69.92,79.73,77.0,PEMERINTAH KABUPATEN PESISIR BARAT,PROVINSI LAMPUNG,Eksper
1813,Integritas Pegawai,93.02,96.79,97.71,92.6,PEMERINTAH KABUPATEN PESISIR BARAT,PROVINSI LAMPUNG,Integritas Pegawai
1871,Eksper,70.01,63.85,71.57,66.38,PEMERINTAH KOTA BANDAR LAMPUNG,PROVINSI LAMPUNG,Eksper
1871,Integritas Pegawai,91.19,89.9,92.92,78.71,PEMERINTAH KOTA BANDAR LAMPUNG,PROVINSI LAMPUNG,Integritas Pegawai
1872,Eksper,70.83,65.76,79.04,75.4,PEMERINTAH KOTA METRO,PROVINSI LAMPUNG,Eksper
1872,Integritas Pegawai,94.17,95.46,97.2,93.49,PEMERINTAH KOTA METRO,PROVINSI LAMPUNG,Integritas Pegawai
1900,Eksper,73.63,59.92,55.69,60.92,PEMERINTAH PROVINSI KEPULAUAN BANGKA BELITUNG,PROVINSI KEPULAUAN BANGKA BELITUNG,Eksper
1900,Integritas Pegawai,97.5,96.36,96.53,88.22,PEMERINTAH PROVINSI KEPULAUAN BANGKA BELITUNG,PROVINSI KEPULAUAN BANGKA BELITUNG,Integritas Pegawai
1901,Eksper,67.86,70.26,70.44,72.49,PEMERINTAH KABUPATEN BANGKA,PROVINSI KEPULAUAN BANGKA BELITUNG,Eksper
1901,Integritas Pegawai,96.79,96.76,98.4,94.3,PEMERINTAH KABUPATEN BANGKA,PROVINSI KEPULAUAN BANGKA BELITUNG,Integritas Pegawai
1902,Eksper,77.66,68.98,74.09,77.15,PEMERINTAH KABUPATEN BELITUNG,PROVINSI KEPULAUAN BANGKA BELITUNG,Eksper
1902,Integritas Pegawai,98.24,98.36,95.37,98.38,PEMERINTAH KABUPATEN BELITUNG,PROVINSI KEPULAUAN BANGKA BELITUNG,Integritas Pegawai
1903,Eksper,53.38,57.83,69.73,73.02,PEMERINTAH KABUPATEN BANGKA BARAT,PROVINSI KEPULAUAN BANGKA BELITUNG,Eksper
1903,Integritas Pegawai,98.83,96.46,95.84,98.76,PEMERINTAH KABUPATEN BANGKA BARAT,PROVINSI KEPULAUAN BANGKA BELITUNG,Integritas Pegawai
1904,Eksper,70.05,73.27,77.91,74.61,PEMERINTAH KABUPATEN BANGKA TENGAH,PROVINSI KEPULAUAN BANGKA BELITUNG,Eksper
1904,Integritas Pegawai,96.88,96.97,97.6,98.6,PEMERINTAH KABUPATEN BANGKA TENGAH,PROVINSI KEPULAUAN BANGKA BELITUNG,Integritas Pegawai
1905,Eksper,62.44,64.07,64.79,61.7,PEMERINTAH KABUPATEN BANGKA SELATAN,PROVINSI KEPULAUAN BANGKA BELITUNG,Eksper
1905,Integritas Pegawai,95.42,96.33,98.6,95.63,PEMERINTAH KABUPATEN BANGKA SELATAN,PROVINSI KEPULAUAN BANGKA BELITUNG,Integritas Pegawai
1906,Eksper,75.35,63.84,69.14,70.19,PEMERINTAH KABUPATEN BELITUNG TIMUR,PROVINSI KEPULAUAN BANGKA BELITUNG,Eksper
1906,Integritas Pegawai,96.3,96.71,96.55,92.23,PEMERINTAH KABUPATEN BELITUNG TIMUR,PROVINSI KEPULAUAN BANGKA BELITUNG,Integritas Pegawai
1971,Eksper,65.65,61.04,67.66,70.33,PEMERINTAH KOTA PANGKALPINANG,PROVINSI KEPULAUAN BANGKA BELITUNG,Eksper
1971,Integritas Pegawai,97.88,93.56,95.64,92.69,PEMERINTAH KOTA PANGKALPINANG,PROVINSI KEPULAUAN BANGKA BELITUNG,Integritas Pegawai
20297,Eksper,39.32,,,,PEMERINTAH PROVINSI PAPUA SELATAN,PROVINSI PAPUA SELATAN,Eksper
20297,Integritas Pegawai,97.34,95.65,,,PEMERINTAH PROVINSI PAPUA SELATAN,PROVINSI PAPUA SELATAN,Integritas Pegawai
20298,Eksper,61.24,,,,PEMERINTAH PROVINSI PAPUA TENGAH,PROVINSI PAPUA TENGAH,Eksper
20298,Integritas Pegawai,100.0,,,,PEMERINTAH PROVINSI PAPUA TENGAH,PROVINSI PAPUA TENGAH,Integritas Pegawai
20299,Eksper,46.35,,,,PEMERINTAH PROVINSI PAPUA PEGUNUNGAN,PROVINSI PAPUA PEGUNUNGAN,Eksper
20299,Integritas Pegawai,99.0,,,,PEMERINTAH PROVINSI PAPUA PEGUNUNGAN,PROVINSI PAPUA PEGUNUNGAN,Integritas Pegawai
2100,Eksper,68.07,58.88,72.03,62.58,PEMERINTAH PROVINSI KEPULAUAN RIAU,PROVINSI KEPULAUAN RIAU,Eksper
2100,Integritas Pegawai,97.97,94.32,94.04,95.8,PEMERINTAH PROVINSI KEPULAUAN RIAU,PROVINSI KEPULAUAN RIAU,Integritas Pegawai
2101,Eksper,76.11,74.7,79.81,69.18,PEMERINTAH KABUPATEN KARIMUN,PROVINSI KEPULAUAN RIAU,Eksper
2101,Integritas Pegawai,97.31,97.58,98.05,90.98,PEMERINTAH KABUPATEN KARIMUN,PROVINSI KEPULAUAN RIAU,Integritas Pegawai
2102,Eksper,77.61,74.34,88.29,73.8,PEMERINTAH KABUPATEN BINTAN,PROVINSI KEPULAUAN RIAU,Eksper
2102,Integritas Pegawai,96.44,98.02,96.32,93.88,PEMERINTAH KABUPATEN BINTAN,PROVINSI KEPULAUAN RIAU,Integritas Pegawai
2103,Eksper,82.31,72.99,76.62,68.22,PEMERINTAH KABUPATEN NATUNA,PROVINSI KEPULAUAN RIAU,Eksper
2103,Integritas Pegawai,95.63,98.05,98.78,96.68,PEMERINTAH KABUPATEN NATUNA,PROVINSI KEPULAUAN RIAU,Integritas Pegawai
2104,Eksper,80.7,72.71,73.1,71.43,PEMERINTAH KABUPATEN LINGGA,PROVINSI KEPULAUAN RIAU,Eksper
2104,Integritas Pegawai,96.79,97.94,98.81,96.91,PEMERINTAH KABUPATEN LINGGA,PROVINSI KEPULAUAN RIAU,Integritas Pegawai
2105,Eksper,77.35,67.96,70.24,79.21,PEMERINTAH KABUPATEN KEPULAUAN ANAMBAS,PROVINSI KEPULAUAN RIAU,Eksper
2105,Integritas Pegawai,98.05,98.91,97.24,95.58,PEMERINTAH KABUPATEN KEPULAUAN ANAMBAS,PROVINSI KEPULAUAN RIAU,Integritas Pegawai
2171,Eksper,59.38,65.58,67.42,71.79,PEMERINTAH KOTA BATAM,PROVINSI KEPULAUAN RIAU,Eksper
2171,Integritas Pegawai,92.26,95.01,97.09,90.45,PEMERINTAH KOTA BATAM,PROVINSI KEPULAUAN RIAU,Integritas Pegawai
2172,Eksper,78.09,66.21,73.28,62.99,PEMERINTAH KOTA TANJUNG PINANG,PROVINSI KEPULAUAN RIAU,Eksper
2172,Integritas Pegawai,96.93,98.75,96.01,92.43,PEMERINTAH KOTA TANJUNG PINANG,PROVINSI KEPULAUAN RIAU,Integritas Pegawai
3100,Eksper,76.71,72.48,73.73,73.18,PEMERINTAH PROVINSI DKI JAKARTA,PROVINSI DKI JAKARTA,Eksper
3100,Integritas Pegawai,92.34,95.62,97.2,92.56,PEMERINTAH PROVINSI DKI JAKARTA,PROVINSI DKI JAKARTA,Integritas Pegawai
3200,Eksper,68.73,68.28,76.34,77.41,PEMERINTAH PROVINSI JAWA BARAT,PROVINSI JAWA BARAT,Eksper
3200,Integritas Pegawai,96.99,93.56,92.07,92.5,PEMERINTAH PROVINSI JAWA BARAT,PROVINSI JAWA BARAT,Integritas Pegawai
3201,Eksper,72.9,56.65,56.93,72.94,PEMERINTAH KABUPATEN BOGOR,PROVINSI JAWA BARAT,Eksper
3201,Integritas Pegawai,95.65,88.3,94.86,96.86,PEMERINTAH KABUPATEN BOGOR,PROVINSI JAWA BARAT,Integritas Pegawai
3202,Eksper,69.66,66.3,64.07,75.88,PEMERINTAH KABUPATEN SUKABUMI,PROVINSI JAWA BARAT,Eksper
3202,Integritas Pegawai,95.52,91.75,90.25,85.97,PEMERINTAH KABUPATEN SUKABUMI,PROVINSI JAWA BARAT,Integritas Pegawai
3203,Eksper,54.12,59.17,63.71,67.58,PEMERINTAH KABUPATEN CIANJUR,PROVINSI JAWA BARAT,Eksper
3203,Integritas Pegawai,92.48,88.37,90.09,89.37,PEMERINTAH KABUPATEN CIANJUR,PROVINSI JAWA BARAT,Integritas Pegawai
3204,Eksper,69.91,64.99,64.92,62.32,PEMERINTAH KABUPATEN BANDUNG,PROVINSI JAWA BARAT,Eksper
3204,Integritas Pegawai,96.28,95.78,96.28,93.52,PEMERINTAH KABUPATEN BANDUNG,PROVINSI JAWA BARAT,Integritas Pegawai
3205,Eksper,58.89,52.45,68.83,70.92,PEMERINTAH KABUPATEN GARUT,PROVINSI JAWA BARAT,Eksper
3205,Integritas Pegawai,95.86,91.78,95.38,84.97,PEMERINTAH KABUPATEN GARUT,PROVINSI JAWA BARAT,Integritas Pegawai
3206,Eksper,64.51,66.35,61.08,64.77,PEMERINTAH KABUPATEN TASIKMALAYA,PROVINSI JAWA BARAT,Eksper
3206,Integritas Pegawai,91.99,89.67,89.21,26.82,PEMERINTAH KABUPATEN TASIKMALAYA,PROVINSI JAWA BARAT,Integritas Pegawai
3207,Eksper,65.97,72.71,69.64,72.87,PEMERINTAH KABUPATEN CIAMIS,PROVINSI JAWA BARAT,Eksper
3207,Integritas Pegawai,92.47,92.13,93.9,83.29,PEMERINTAH KABUPATEN CIAMIS,PROVINSI JAWA BARAT,Integritas Pegawai
3208,Eksper,62.94,68.02,74.74,72.72,PEMERINTAH KABUPATEN KUNINGAN,PROVINSI JAWA BARAT,Eksper
3208,Integritas Pegawai,90.26,89.87,95.01,95.25,PEMERINTAH KABUPATEN KUNINGAN,PROVINSI JAWA BARAT,Integritas Pegawai
3209,Eksper,60.98,58.03,61.59,49.86,PEMERINTAH KABUPATEN CIREBON,PROVINSI JAWA BARAT,Eksper
3209,Integritas Pegawai,92.6,88.14,87.66,80.99,PEMERINTAH KABUPATEN CIREBON,PROVINSI JAWA BARAT,Integritas Pegawai
3210,Eksper,73.9,77.59,69.47,73.4,PEMERINTAH KABUPATEN MAJALENGKA,PROVINSI JAWA BARAT,Eksper
3210,Integritas Pegawai,86.64,91.55,93.11,90.45,PEMERINTAH KABUPATEN MAJALENGKA,PROVINSI JAWA BARAT,Integritas Pegawai
3211,Eksper,66.14,66.22,80.03,78.88,PEMERINTAH KABUPATEN SUMEDANG,PROVINSI JAWA BARAT,Eksper
3211,Integritas Pegawai,95.61,96.53,95.89,87.49,PEMERINTAH KABUPATEN SUMEDANG,PROVINSI JAWA BARAT,Integritas Pegawai
3212,Eksper,73.24,65.01,55.18,69.3,PEMERINTAH KABUPATEN INDRAMAYU,PROVINSI JAWA BARAT,Eksper
3212,Integritas Pegawai,91.24,91.01,89.72,71.39,PEMERINTAH KABUPATEN INDRAMAYU,PROVINSI JAWA BARAT,Integritas Pegawai
3213,Eksper,69.81,57.92,66.32,68.76,PEMERINTAH KABUPATEN SUBANG,PROVINSI JAWA BARAT,Eksper
3213,Integritas Pegawai,91.94,89.26,83.21,93.29,PEMERINTAH KABUPATEN SUBANG,PROVINSI JAWA BARAT,Integritas Pegawai
3214,Eksper,62.44,58.33,67.99,60.2,PEMERINTAH KABUPATEN PURWAKARTA,PROVINSI JAWA BARAT,Eksper
3214,Integritas Pegawai,94.51,92.98,92.07,94.72,PEMERINTAH KABUPATEN PURWAKARTA,PROVINSI JAWA BARAT,Integritas Pegawai
3215,Eksper,77.36,70.38,57.25,61.89,PEMERINTAH KABUPATEN KARAWANG,PROVINSI JAWA BARAT,Eksper
3215,Integritas Pegawai,94.06,91.78,94.04,78.27,PEMERINTAH KABUPATEN KARAWANG,PROVINSI JAWA BARAT,Integritas Pegawai
3216,Eksper,58.86,57.28,69.47,64.74,PEMERINTAH KABUPATEN BEKASI,PROVINSI JAWA BARAT,Eksper
3216,Integritas Pegawai,86.78,88.99,95.02,90.41,PEMERINTAH KABUPATEN BEKASI,PROVINSI JAWA BARAT,Integritas Pegawai
3217,Eksper,67.98,63.3,65.88,60.27,PEMERINTAH KABUPATEN BANDUNG BARAT,PROVINSI JAWA BARAT,Eksper
3217,Integritas Pegawai,94.1,90.5,92.39,89.17,PEMERINTAH KABUPATEN BANDUNG BARAT,PROVINSI JAWA BARAT,Integritas Pegawai
3218,Eksper,60.05,63.37,77.77,66.88,PEMERINTAH KABUPATEN PANGANDARAN,PROVINSI JAWA BARAT,Eksper
3218,Integritas Pegawai,90.37,95.32,91.95,87.52,PEMERINTAH KABUPATEN PANGANDARAN,PROVINSI JAWA BARAT,Integritas Pegawai
3271,Eksper,76.89,69.79,70.6,73.66,PEMERINTAH KOTA BOGOR,PROVINSI JAWA BARAT,Eksper
3271,Integritas Pegawai,95.14,96.02,95.27,93.99,PEMERINTAH KOTA BOGOR,PROVINSI JAWA BARAT,Integritas Pegawai
